PairID,Category,Model,Feasible,ISER_%,CNME_%,MDEF_%,TRR,ETTP_%,MinClearance_m
59,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
59,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
59,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,3.3,31.86,41.75,7.19,0.1
59,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,3.3,31.86,68.35,7.19,0.1
60,Arterial->Residential,B0 (Unconstrained),1,5.7,0.0,23.89,36.77,0.0,-0.4
60,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,32.6,42.29,-13.77,0.5
60,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
60,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
60,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,49.97,41.85,-13.0,1.5
60,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,49.97,41.72,-13.0,1.5
61,Arterial->Residential,B0 (Unconstrained),1,1.98,0.0,33.47,31.49,0.0,-0.4
61,Arterial->Residential,B1 (Hard Constrained),1,2.9,0.0,24.22,31.33,1.05,-0.4
61,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
61,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
61,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,34.93,31.76,-2.01,0.5
61,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,34.93,31.6,-2.01,0.5
62,Arterial->Residential,B0 (Unconstrained),1,0.0,4.89,36.05,43.33,0.0,0.1
62,Arterial->Residential,B1 (Hard Constrained),1,4.85,0.0,37.35,43.82,-0.13,-0.4
62,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
62,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
62,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,33.1,43.02,-0.47,0.3
62,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,33.1,26.58,-0.47,0.3
63,Arterial->Arterial,B0 (Unconstrained),1,2.45,0.0,58.53,32.71,0.0,-0.4
63,Arterial->Arterial,B1 (Hard Constrained),1,8.66,0.0,53.65,31.96,1.67,-0.4
63,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
63,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
63,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,56.12,34.75,-6.33,2.6
63,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,56.12,34.57,-6.33,2.6
64,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,16.96,22.38,0.0,2.6
64,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,15.64,23.55,-4.65,2.6
64,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
64,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
64,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,21.38,31.62,-29.04,2.6
64,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,21.38,31.6,-29.04,2.6
65,Residential->Residential,B0 (Unconstrained),1,0.83,0.3,26.05,14.01,0.0,-0.4
65,Residential->Residential,B1 (Hard Constrained),1,0.89,0.32,23.56,14.94,-6.05,-0.4
65,Residential->Residential,RoadFit-X (Strict),0,,,,,,
65,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
65,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
65,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
66,Arterial->Residential,B0 (Unconstrained),1,20.64,0.0,14.76,168.42,0.0,-0.4
66,Arterial->Residential,B1 (Hard Constrained),1,24.35,6.71,4.32,198.35,-15.24,-0.4
66,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
66,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
66,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,14.6,83.92,61.26,0.2
66,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,14.6,104.52,61.26,0.2
67,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,49.45,47.83,0.0,0.6
67,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,17.47,93.99,-0.72,0.6
67,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
67,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
67,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,20.33,47.86,-1.0,0.9
67,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,20.33,1.66,-1.0,0.9
68,Residential->Residential,B0 (Unconstrained),1,1.41,0.0,37.95,28.9,0.0,-0.4
68,Residential->Residential,B1 (Hard Constrained),1,1.81,0.0,51.03,29.2,-1.61,-0.4
68,Residential->Residential,RoadFit-X (Strict),0,,,,,,
68,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
68,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
68,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
69,Residential->Residential,B0 (Unconstrained),1,0.0,0.53,25.59,23.11,0.0,0.1
69,Residential->Residential,B1 (Hard Constrained),1,4.49,1.38,17.62,22.61,1.92,-0.4
69,Residential->Residential,RoadFit-X (Strict),0,,,,,,
69,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
69,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
69,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
70,Arterial->Residential,B0 (Unconstrained),1,1.85,1.89,18.28,30.28,0.0,-0.4
70,Arterial->Residential,B1 (Hard Constrained),1,1.85,1.89,18.28,30.42,0.0,-0.4
70,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
70,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
70,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,25.98,29.24,1.12,0.7
70,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,25.98,29.38,1.12,0.7
71,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,29.48,32.29,0.0,2.6
71,Residential->Residential,B1 (Hard Constrained),1,4.09,0.0,31.05,33.47,-3.77,-0.2
71,Residential->Residential,RoadFit-X (Strict),0,,,,,,
71,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
71,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,23.17,32.29,0.39,1.9
71,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,23.17,32.3,0.39,1.9
72,Residential->Residential,B0 (Unconstrained),1,3.19,2.31,17.91,20.04,0.0,-0.4
72,Residential->Residential,B1 (Hard Constrained),1,4.73,0.96,25.63,21.5,-6.82,-0.4
72,Residential->Residential,RoadFit-X (Strict),0,,,,,,
72,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
72,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
72,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
73,Arterial->Residential,B0 (Unconstrained),1,0.0,1.22,18.42,53.06,0.0,0.1
73,Arterial->Residential,B1 (Hard Constrained),1,0.0,1.33,15.46,57.69,-7.86,0.1
73,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
73,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
73,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,1.33,15.46,57.9,-7.86,0.1
73,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,1.33,15.46,24.14,-7.86,0.1
74,Arterial->Arterial,B0 (Unconstrained),1,3.06,0.0,40.8,19.47,0.0,-0.4
74,Arterial->Arterial,B1 (Hard Constrained),1,5.8,0.0,41.41,20.86,-7.44,-0.4
74,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
74,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
74,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,22.29,19.08,-20.19,2.6
74,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,22.29,23.68,-20.19,2.6
75,Residential->Residential,B0 (Unconstrained),1,7.32,0.0,11.31,35.04,0.0,-0.1
75,Residential->Residential,B1 (Hard Constrained),1,6.97,0.0,27.54,36.13,-3.02,-0.1
75,Residential->Residential,RoadFit-X (Strict),0,,,,,,
75,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
75,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,13.08,28.35,26.15,0.6
75,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,13.08,28.12,26.15,0.6
76,Arterial->Residential,B0 (Unconstrained),1,3.26,0.0,45.85,30.11,0.0,-0.4
76,Arterial->Residential,B1 (Hard Constrained),1,8.74,0.0,41.68,30.65,-2.6,-0.4
76,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
76,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
76,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,47.29,31.75,-6.19,1.1
76,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,47.29,31.97,-6.19,1.1
77,Arterial->Arterial,B0 (Unconstrained),1,0.93,0.0,38.31,48.43,0.0,-0.4
77,Arterial->Arterial,B1 (Hard Constrained),1,2.6,0.0,36.61,48.47,-0.05,-0.4
77,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
77,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
77,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,26.42,56.25,-30.9,2.6
77,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,26.42,42.48,-30.9,2.6
78,Residential->Residential,B0 (Unconstrained),1,2.92,0.25,18.71,22.66,0.0,-0.4
78,Residential->Residential,B1 (Hard Constrained),1,3.89,0.0,41.1,25.14,-9.87,-0.4
78,Residential->Residential,RoadFit-X (Strict),0,,,,,,
78,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
78,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
78,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
79,Residential->Residential,B0 (Unconstrained),1,1.26,2.97,27.26,33.13,0.0,-0.4
79,Residential->Residential,B1 (Hard Constrained),1,3.17,2.98,26.67,33.12,-0.06,-0.4
79,Residential->Residential,RoadFit-X (Strict),0,,,,,,
79,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
79,Residential->Residential,RoadFit-X (Exploratory),1,0.0,1.94,28.66,40.57,-21.15,0.1
79,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,1.94,28.66,40.75,-21.15,0.1
80,Arterial->Residential,B0 (Unconstrained),1,1.65,0.0,46.82,29.85,0.0,-0.3
80,Arterial->Residential,B1 (Hard Constrained),1,4.18,0.0,31.96,23.14,25.26,-0.4
80,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
80,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
80,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,41.77,29.06,-0.28,0.5
80,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,41.77,29.0,-0.28,0.5
81,Arterial->Residential,B0 (Unconstrained),1,10.35,2.33,51.27,44.74,0.0,-0.4
81,Arterial->Residential,B1 (Hard Constrained),1,10.9,2.45,39.66,43.25,3.4,-0.4
81,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
81,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
81,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,54.47,42.3,6.47,1.3
81,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,54.47,42.39,6.47,1.3
82,Arterial->Residential,B0 (Unconstrained),1,4.99,0.0,36.66,70.1,0.0,-0.4
82,Arterial->Residential,B1 (Hard Constrained),1,18.39,0.0,25.45,63.6,8.2,-0.4
82,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
82,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
82,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,30.51,41.69,0.96,0.2
82,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,30.51,1.32,0.96,0.2
83,Arterial->Arterial,B0 (Unconstrained),1,6.37,0.0,46.73,60.79,0.0,-0.4
83,Arterial->Arterial,B1 (Hard Constrained),1,6.37,0.0,46.73,60.75,0.0,-0.4
83,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
83,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
83,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,56.34,68.63,-10.9,0.4
83,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,56.34,55.4,-10.9,0.4
84,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,36.89,22.66,0.0,0.6
84,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,41.75,22.95,-2.48,0.6
84,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
84,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
84,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
84,Arterial->Arterial,RoadFit-X (Cognitive Brain),0,,,,,,
85,Arterial->Residential,B0 (Unconstrained),1,1.81,0.0,31.82,40.34,0.0,-0.4
85,Arterial->Residential,B1 (Hard Constrained),1,1.23,0.0,29.88,45.87,-9.57,-0.2
85,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
85,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
85,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,33.29,56.88,-28.89,0.3
85,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,33.29,56.74,-28.89,0.3
86,Arterial->Residential,B0 (Unconstrained),1,2.25,0.0,38.46,25.35,0.0,-0.4
86,Arterial->Residential,B1 (Hard Constrained),1,2.33,0.0,30.64,25.07,1.7,-0.4
86,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
86,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
86,Arterial->Residential,RoadFit-X (Exploratory),0,,,,,,
86,Arterial->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
87,Residential->Residential,B0 (Unconstrained),1,6.99,0.0,46.27,23.38,0.0,-0.4
87,Residential->Residential,B1 (Hard Constrained),1,6.91,0.0,44.89,23.39,0.27,-0.4
87,Residential->Residential,RoadFit-X (Strict),0,,,,,,
87,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
87,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
87,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
88,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,45.82,29.89,0.0,1.5
88,Arterial->Residential,B1 (Hard Constrained),1,1.1,5.79,39.02,40.4,-24.86,-0.4
88,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
88,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
88,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,27.92,41.72,-28.06,0.4
88,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,27.92,41.67,-28.06,0.4
89,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,36.12,28.93,0.0,1.1
89,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,39.12,25.42,-8.46,1.1
89,Residential->Residential,RoadFit-X (Strict),0,,,,,,
89,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
89,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,39.12,31.71,-8.46,1.1
89,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,39.12,31.6,-8.46,1.1
90,Arterial->Residential,B0 (Unconstrained),1,3.44,0.0,30.25,27.06,0.0,-0.3
90,Arterial->Residential,B1 (Hard Constrained),1,3.64,0.0,29.44,28.37,-5.48,-0.3
90,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
90,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
90,Arterial->Residential,RoadFit-X (Exploratory),0,,,,,,
90,Arterial->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
91,Arterial->Residential,B0 (Unconstrained),1,2.62,4.64,34.33,49.58,0.0,-0.4
91,Arterial->Residential,B1 (Hard Constrained),1,1.1,4.62,29.27,50.64,0.43,-0.4
91,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
91,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
91,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,38.03,41.72,-4.78,0.3
91,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,38.03,52.11,-4.78,0.3
92,Residential->Residential,B0 (Unconstrained),1,0.8,1.94,27.45,21.52,0.0,-0.4
92,Residential->Residential,B1 (Hard Constrained),1,6.46,1.82,35.05,21.91,-5.43,-0.4
92,Residential->Residential,RoadFit-X (Strict),0,,,,,,
92,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
92,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
92,Residential->Residential,RoadFit-X (Cognitive Brain),0,,,,,,
93,Arterial->Residential,B0 (Unconstrained),1,1.85,0.0,40.4,30.15,0.0,-0.4
93,Arterial->Residential,B1 (Hard Constrained),1,1.74,0.0,54.96,32.44,-7.63,-0.4
93,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
93,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
93,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,30.43,24.33,21.47,0.4
93,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,30.43,24.2,21.47,0.4
94,Residential->Residential,B0 (Unconstrained),1,5.92,0.0,30.18,35.8,0.0,-0.4
94,Residential->Residential,B1 (Hard Constrained),1,6.22,1.74,27.13,37.55,-4.74,-0.4
94,Residential->Residential,RoadFit-X (Strict),0,,,,,,
94,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
94,Residential->Residential,RoadFit-X (Exploratory),1,0.0,1.59,19.21,14.22,8.45,0.1
94,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,1.59,19.21,33.69,8.45,0.1
95,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,22.18,24.03,0.0,0.2
95,Arterial->Arterial,B1 (Hard Constrained),1,4.43,1.66,15.55,24.67,-3.99,-0.4
95,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
95,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
95,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,26.56,24.64,-2.94,2.9
95,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,26.56,24.71,-2.94,2.9
96,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,33.56,26.03,0.0,0.2
96,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,30.87,109.94,-9.61,0.2
96,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
96,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
96,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,48.14,108.98,-31.67,2.6
96,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,48.14,73.17,-31.67,2.6
97,Arterial->Residential,B0 (Unconstrained),1,4.3,0.0,22.25,108.1,0.0,-0.4
97,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,13.38,44.04,0.82,0.2
97,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
97,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
97,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,26.62,39.71,12.04,0.7
97,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,26.62,20.53,12.04,0.7
98,Arterial->Arterial,B0 (Unconstrained),1,3.3,0.0,48.95,42.55,0.0,-0.2
98,Arterial->Arterial,B1 (Hard Constrained),1,3.3,0.0,48.95,42.54,0.0,-0.2
98,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
98,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
98,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,45.92,28.2,-7.58,1.1
98,Arterial->Arterial,RoadFit-X (Cognitive Brain),1,0.0,0.0,45.92,46.33,-7.58,1.1
99,Residential->Residential,B0 (Unconstrained),1,2.53,0.0,29.91,24.22,0.0,-0.3
99,Residential->Residential,B1 (Hard Constrained),1,6.72,0.0,30.01,24.57,-1.82,-0.4
99,Residential->Residential,RoadFit-X (Strict),0,,,,,,
99,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
99,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,34.41,25.88,-5.59,0.3
99,Residential->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,34.41,25.81,-5.59,0.3
100,Arterial->Residential,B0 (Unconstrained),1,2.04,3.07,24.59,66.45,0.0,-0.1
100,Arterial->Residential,B1 (Hard Constrained),1,0.0,3.05,17.85,66.37,0.58,0.1
100,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
100,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
100,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,29.17,36.1,11.18,2.0
100,Arterial->Residential,RoadFit-X (Cognitive Brain),1,0.0,0.0,29.17,24.48,11.18,2.0
